method,method_label,map,scenario,agents,success_rate,n_cases
itacbs,ITA-CBS,warehouse-10-20-10-2-1,060,45,0.85,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,060,50,0.75,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,060,55,0.3,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,060,60,0.45,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,15,1.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,20,1.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,25,0.95,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,30,0.8,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,35,0.8,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,40,0.45,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,45,0.45,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,50,0.4,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,55,0.2,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,100,60,0.05,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,10,1.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,20,0.95,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,30,0.8,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,40,0.6,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,50,0.35,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,60,0.15,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,70,0.05,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,80,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,90,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,100,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,110,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,120,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,130,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,140,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,150,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,160,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,170,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,180,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,190,0.0,20
itacbs,ITA-CBS,warehouse-10-20-10-2-1,G,200,0.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,45,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,50,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,55,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,000,60,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,35,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,40,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,45,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,50,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,55,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,100,60,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,10,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,20,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,30,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,40,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,50,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,60,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,70,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,80,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,90,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,100,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,110,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,120,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,130,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,140,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,150,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,160,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,170,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,180,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,190,1.0,20
lacam_focal_h,LaCAM-TAPF,Boston_0_256,G,200,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,45,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,50,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,55,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,000,60,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,35,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,40,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,45,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,50,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,55,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,100,60,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,10,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,20,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,30,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,40,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,50,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,60,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,70,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,80,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,90,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,100,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,110,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,120,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,130,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,140,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,150,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,160,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,170,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,180,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,190,1.0,20
lacam_focal_h,LaCAM-TAPF,den312d,G,200,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,5,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,10,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,45,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,50,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,55,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,000,60,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,5,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,10,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,5,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,10,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,5,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,10,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,35,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,40,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,45,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,50,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,55,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,100,60,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,10,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,20,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,30,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,40,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,50,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,60,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,70,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,80,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,90,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,100,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,110,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,120,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,130,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,140,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,150,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,160,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,170,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,180,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,190,1.0,20
lacam_focal_h,LaCAM-TAPF,maze-32-32-2,G,200,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,45,0.95,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,50,0.75,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,55,0.3,20
lacam_focal_h,LaCAM-TAPF,orz900d,000,60,0.35,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,35,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,40,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,45,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,50,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,55,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,100,60,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,10,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,20,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,30,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,40,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,50,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,60,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,70,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,80,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,90,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,100,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,110,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,120,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,130,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,140,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,150,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,160,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,170,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,180,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,190,1.0,20
lacam_focal_h,LaCAM-TAPF,orz900d,G,200,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,45,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,50,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,55,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,000,60,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,35,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,40,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,45,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,50,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,55,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,100,60,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,10,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,20,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,30,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,40,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,50,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,60,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,70,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,80,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,90,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,100,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,110,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,120,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,130,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,140,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,150,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,160,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,170,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,180,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,190,1.0,20
lacam_focal_h,LaCAM-TAPF,random-32-32-10,G,200,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,15,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,20,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,25,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,30,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,35,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,40,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,45,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,50,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,55,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,000,60,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,15,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,20,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,25,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,30,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,35,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,40,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,45,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,50,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,55,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,030,60,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,15,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,20,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,25,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,30,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,35,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,40,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,45,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,50,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,55,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,060,60,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,100,15,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,100,20,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,100,25,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,100,30,1.0,20
lacam_focal_h,LaCAM-TAPF,room-64-64-8,100,35,1.0,20
